product_name,original_price,final_price,discount_percent,urgency_flag,fake_discount_flag,rating,platform,discount_intensity,price_manipulation_score,trust_score,urgency_weight,fake_discount_weight,dark_pattern_score,manipulation_level,year,,,,platform
Apple Pro Smartphone,7153,6437,10,1,0,3.9,Nykaa,0.1,0.894125,3.51,0.3,0,34,Low,2022,,,,
OnePlus Pro Smartwatch,79543,71588,10,1,0,3.7,Snapdeal,0.1,9.942875,3.33,0.3,0,34,Low,2023,,,,
Apple Lite Smartphone,30775,12310,60,0,1,3.8,Meesho,0.6,23.08125,1.52,0,0.5,74,High Manipulation,2024,,,,
Realme Prime Headphones,77843,62274,20,1,0,3.9,Snapdeal,0.2,19.46075,3.12,0.3,0,38,Low,2015,,,,
Oppo Lite Smartwatch,56748,28374,50,1,1,4.4,Flipkart,0.5,35.4675,2.2,0.3,0.5,100,High Manipulation,2018,,,,
Samsung Max Smartwatch,13286,5314,60,1,1,3.9,Snapdeal,0.6,9.9645,1.56,0.3,0.5,104,High Manipulation,2025,,,,
Realme Lite Laptop,26299,21039,20,1,0,3,JioMart,0.2,6.57475,2.4000000000000004,0.3,0,38,Low,2019,,,,
Realme Lite Smartphone,46001,23000,50,1,1,3,Nykaa,0.5,28.750625,1.5,0.3,0.5,100,High Manipulation,2021,,,,
Apple Max Smartphone,46377,23188,50,1,1,3.5,Ajio,0.5,28.985625,1.75,0.3,0.5,100,High Manipulation,2019,,,,
Realme Lite Headphones,33961,20376,40,1,0,4,Flipkart,0.4,16.9805,2.4,0.3,0,46,Moderate,2019,,,,
Redmi Plus Smartwatch,25145,17601,30,1,0,2.5,JioMart,0.3,9.429375,1.75,0.3,0,42,Moderate,2025,,,,
Oppo Plus Laptop,68247,47772,30,0,0,3.5,JioMart,0.3,25.592625,2.4499999999999997,0,0,12,Low,2022,,,,
Apple Pro Headphones,11706,7023,40,1,0,5,Meesho,0.4,5.853,3,0.3,0,46,Moderate,2019,,,,
Realme Lite Laptop,29543,26588,10,1,0,3,Myntra,0.1,3.692875,2.7,0.3,0,34,Low,2021,,,,
Realme Ultra Smartphone,37796,18898,50,1,1,4.7,JioMart,0.5,23.6225,2.35,0.3,0.5,100,High Manipulation,2020,,,,
Redmi Lite Headphones,11666,8166,30,1,0,4,Flipkart,0.3,4.37475,2.8,0.3,0,42,Moderate,2025,,,,
Vivo Pro Smartphone,48388,19355,60,0,1,4.2,Flipkart,0.6,36.291,1.6800000000000002,0,0.5,74,High Manipulation,2020,,,,
Apple Ultra Laptop,12020,10818,10,1,0,5,Ajio,0.1,1.5025,4.5,0.3,0,34,Low,2021,,,,
Samsung Prime Laptop,71792,64612,10,1,0,3.3,Flipkart,0.1,8.974,2.9699999999999998,0.3,0,34,Low,2020,,,,
Redmi Max Headphones,58963,53066,10,0,0,4.2,Myntra,0.1,7.370375,3.7800000000000002,0,0,4.000000000000001,Low,2024,,,,
OnePlus Prime Smartwatch,73144,65829,10,1,0,3.5,Amazon,0.1,9.143,3.15,0.3,0,34,Low,2016,,,,
Vivo Max Smartphone,53264,42611,20,0,0,3,Meesho,0.2,13.316,2.4000000000000004,0,0,8.000000000000002,Low,2020,,,,
Redmi Prime Smartwatch,72180,64962,10,1,0,2.5,Myntra,0.1,9.0225,2.25,0.3,0,34,Low,2022,,,,
Realme Prime Smartphone,31769,25415,20,0,0,5,Paytm Mall,0.2,7.94225,4,0,0,8.000000000000002,Low,2021,,,,
Apple Plus Smartwatch,56733,51059,10,1,0,2.8,Flipkart,0.1,7.091625,2.52,0.3,0,34,Low,2018,,,,
OnePlus Plus Laptop,43962,30773,30,0,0,3.7,Flipkart,0.3,16.48575,2.59,0,0,12,Low,2019,,,,
Vivo Max Headphones,7385,5169,30,1,0,3.8,Snapdeal,0.3,2.769375,2.6599999999999997,0.3,0,42,Moderate,2017,,,,
Samsung Pro Smartphone,63840,57456,10,0,0,3.7,Nykaa,0.1,7.98,3.33,0,0,4.000000000000001,Low,2022,,,,
Oppo Plus Smartphone,17335,13868,20,0,0,3.3,Paytm Mall,0.2,4.33375,2.64,0,0,8.000000000000002,Low,2022,,,,
Realme Pro Smartwatch,32221,28998,10,0,0,3.9,Myntra,0.1,4.027625,3.51,0,0,4.000000000000001,Low,2017,,,,
Samsung Prime Laptop,43561,26136,40,1,0,2.5,Flipkart,0.4,21.7805,1.5,0.3,0,46,Moderate,2017,,,,
OnePlus Lite Headphones,7589,5312,30,1,0,3.9,Meesho,0.3,2.845875,2.73,0.3,0,42,Moderate,2021,,,,
Oppo Ultra Laptop,56029,22411,60,1,1,3.4,Flipkart,0.6,42.02175,1.36,0.3,0.5,104,High Manipulation,2015,,,,
Samsung Ultra Laptop,31780,15890,50,0,1,4.6,Paytm Mall,0.5,19.8625,2.3,0,0.5,70,Moderate,2021,,,,
Realme Ultra Headphones,72860,29144,60,1,1,3.2,JioMart,0.6,54.645,1.2800000000000002,0.3,0.5,104,High Manipulation,2019,,,,
Realme Prime Headphones,26229,13114,50,0,1,3.7,Paytm Mall,0.5,16.393125,1.85,0,0.5,70,Moderate,2015,,,,
Samsung Pro Smartphone,69531,48671,30,1,0,3.5,Flipkart,0.3,26.074125,2.4499999999999997,0.3,0,42,Moderate,2019,,,,
Apple Lite Smartphone,44671,22335,50,0,1,4.3,Amazon,0.5,27.919375,2.15,0,0.5,70,Moderate,2023,,,,
Oppo Plus Smartwatch,67589,47312,30,0,0,4.7,Snapdeal,0.3,25.345875,3.29,0,0,12,Low,2022,,,,
Samsung Max Laptop,79082,47449,40,1,0,5,Snapdeal,0.4,39.541,3,0.3,0,46,Moderate,2015,,,,
Redmi Ultra Laptop,73032,51122,30,0,0,4.2,Meesho,0.3,27.387,2.94,0,0,12,Low,2019,,,,
Oppo Plus Smartwatch,26180,10472,60,0,1,2.9,Ajio,0.6,19.635,1.16,0,0.5,74,High Manipulation,2015,,,,
Oppo Ultra Smartwatch,56363,28181,50,0,1,4.8,Snapdeal,0.5,35.226875,2.4,0,0.5,70,Moderate,2019,,,,
Oppo Pro Smartwatch,51029,30617,40,1,0,4.4,Snapdeal,0.4,25.5145,2.64,0.3,0,46,Moderate,2019,,,,
OnePlus Pro Smartwatch,24770,9908,60,1,1,4.2,JioMart,0.6,18.5775,1.6800000000000002,0.3,0.5,104,High Manipulation,2024,,,,
Realme Plus Smartwatch,36795,18397,50,0,1,2.9,Meesho,0.5,22.996875,1.45,0,0.5,70,Moderate,2022,,,,
Redmi Prime Headphones,14357,5742,60,0,1,3.7,Flipkart,0.6,10.76775,1.4800000000000002,0,0.5,74,High Manipulation,2016,,,,
Redmi Pro Headphones,11255,5627,50,1,1,3.7,Meesho,0.5,7.034375,1.85,0.3,0.5,100,High Manipulation,2020,,,,
Redmi Ultra Smartphone,17206,13764,20,1,0,3.6,Ajio,0.2,4.3015,2.8800000000000003,0.3,0,38,Low,2016,,,,
Oppo Max Laptop,53446,37412,30,0,0,4.1,Flipkart,0.3,20.04225,2.8699999999999997,0,0,12,Low,2016,,,,
Apple Plus Smartphone,62024,24809,60,1,1,4.4,Amazon,0.6,46.518,1.7600000000000002,0.3,0.5,104,High Manipulation,2024,,,,
Vivo Plus Laptop,79710,55797,30,1,0,4.8,Amazon,0.3,29.89125,3.36,0.3,0,42,Moderate,2020,,,,
Apple Lite Laptop,39140,23484,40,0,0,3.2,Amazon,0.4,19.57,1.92,0,0,16.000000000000004,Low,2023,,,,
OnePlus Ultra Smartwatch,23394,21054,10,0,0,3.3,Paytm Mall,0.1,2.92425,2.9699999999999998,0,0,4.000000000000001,Low,2020,,,,
Apple Ultra Smartphone,12628,10102,20,0,0,3.4,Amazon,0.2,3.157,2.72,0,0,8.000000000000002,Low,2022,,,,
OnePlus Ultra Smartwatch,42566,21283,50,0,1,4.8,Meesho,0.5,26.60375,2.4,0,0.5,70,Moderate,2023,,,,
Realme Plus Smartwatch,44111,26466,40,1,0,3.6,Myntra,0.4,22.0555,2.16,0.3,0,46,Moderate,2016,,,,
OnePlus Pro Smartphone,60305,48244,20,1,0,4.4,Flipkart,0.2,15.07625,3.5200000000000005,0.3,0,38,Low,2019,,,,
Apple Lite Laptop,10192,7134,30,0,0,4.2,Paytm Mall,0.3,3.822,2.94,0,0,12,Low,2018,,,,
Realme Ultra Laptop,27487,16492,40,1,0,3,Nykaa,0.4,13.7435,1.7999999999999998,0.3,0,46,Moderate,2018,,,,
Apple Max Smartwatch,11484,4593,60,0,1,3.4,Flipkart,0.6,8.613,1.36,0,0.5,74,High Manipulation,2025,,,,
Realme Lite Smartphone,66094,52875,20,0,0,4.8,Nykaa,0.2,16.5235,3.84,0,0,8.000000000000002,Low,2016,,,,
Realme Ultra Headphones,46958,23479,50,1,1,3.8,Nykaa,0.5,29.34875,1.9,0.3,0.5,100,High Manipulation,2022,,,,
Redmi Plus Laptop,36006,14402,60,1,1,2.7,Paytm Mall,0.6,27.0045,1.08,0.3,0.5,104,High Manipulation,2015,,,,
Vivo Lite Laptop,65934,26373,60,1,1,3.3,Paytm Mall,0.6,49.4505,1.32,0.3,0.5,104,High Manipulation,2021,,,,
Vivo Lite Smartwatch,29818,17890,40,1,0,4.8,Myntra,0.4,14.909,2.88,0.3,0,46,Moderate,2022,,,,
Vivo Prime Smartwatch,62594,43815,30,0,0,3.8,Snapdeal,0.3,23.47275,2.6599999999999997,0,0,12,Low,2024,,,,
OnePlus Lite Smartwatch,70815,42489,40,1,0,3.9,Paytm Mall,0.4,35.4075,2.34,0.3,0,46,Moderate,2024,,,,
Oppo Lite Headphones,30770,18462,40,0,0,3.9,JioMart,0.4,15.385,2.34,0,0,16.000000000000004,Low,2015,,,,
Oppo Pro Laptop,63775,25510,60,0,1,3.4,Nykaa,0.6,47.83125,1.36,0,0.5,74,High Manipulation,2022,,,,
Oppo Prime Laptop,69069,55255,20,0,0,4,Myntra,0.2,17.26725,3.2,0,0,8.000000000000002,Low,2020,,,,
Redmi Lite Headphones,62484,43738,30,1,0,2.9,Meesho,0.3,23.4315,2.03,0.3,0,42,Moderate,2024,,,,
Redmi Lite Smartwatch,28702,11480,60,0,1,3.8,JioMart,0.6,21.5265,1.52,0,0.5,74,High Manipulation,2022,,,,
OnePlus Lite Smartwatch,21572,10786,50,0,1,2.8,Snapdeal,0.5,13.4825,1.4,0,0.5,70,Moderate,2018,,,,
Realme Max Laptop,78445,39222,50,0,1,4.5,Paytm Mall,0.5,49.028125,2.25,0,0.5,70,Moderate,2022,,,,
Oppo Lite Headphones,36827,22096,40,0,0,3.7,Myntra,0.4,18.4135,2.22,0,0,16.000000000000004,Low,2020,,,,
Samsung Pro Smartphone,32264,22584,30,1,0,3.3,Paytm Mall,0.3,12.099,2.3099999999999996,0.3,0,42,Moderate,2022,,,,
Vivo Lite Laptop,72177,50523,30,1,0,2.6,Paytm Mall,0.3,27.066375,1.8199999999999998,0.3,0,42,Moderate,2024,,,,
Oppo Pro Smartphone,42029,37826,10,1,0,3.4,JioMart,0.1,5.253625,3.06,0.3,0,34,Low,2018,,,,
Vivo Prime Headphones,59840,47872,20,1,0,4.2,Snapdeal,0.2,14.96,3.3600000000000003,0.3,0,38,Low,2024,,,,
Apple Ultra Laptop,64945,38967,40,0,0,4,Snapdeal,0.4,32.4725,2.4,0,0,16.000000000000004,Low,2018,,,,
Samsung Max Smartphone,62239,49791,20,0,0,3.9,Ajio,0.2,15.55975,3.12,0,0,8.000000000000002,Low,2024,,,,
Samsung Prime Laptop,15987,7993,50,1,1,2.6,Nykaa,0.5,9.991875,1.3,0.3,0.5,100,High Manipulation,2017,,,,
Samsung Max Headphones,45400,40860,10,1,0,3.9,Ajio,0.1,5.675,3.51,0.3,0,34,Low,2022,,,,
Oppo Ultra Headphones,41062,24637,40,0,0,2.7,Paytm Mall,0.4,20.531,1.62,0,0,16.000000000000004,Low,2024,,,,
Redmi Prime Laptop,78343,70508,10,0,0,2.8,Nykaa,0.1,9.792875,2.52,0,0,4.000000000000001,Low,2019,,,,
Oppo Pro Smartwatch,36889,29511,20,0,0,3.9,Flipkart,0.2,9.22225,3.12,0,0,8.000000000000002,Low,2020,,,,
Vivo Pro Headphones,40808,16323,60,1,1,2.9,Nykaa,0.6,30.606,1.16,0.3,0.5,104,High Manipulation,2016,,,,
Apple Lite Laptop,78504,70653,10,0,0,4.4,Amazon,0.1,9.813,3.9600000000000004,0,0,4.000000000000001,Low,2016,,,,
Redmi Pro Headphones,65209,45646,30,0,0,4.1,JioMart,0.3,24.453375,2.8699999999999997,0,0,12,Low,2019,,,,
Oppo Lite Smartwatch,38139,22883,40,0,0,5,Myntra,0.4,19.0695,3,0,0,16.000000000000004,Low,2025,,,,
Apple Ultra Smartphone,63335,44334,30,1,0,4.2,Paytm Mall,0.3,23.750625,2.94,0.3,0,42,Moderate,2017,,,,
Vivo Max Smartphone,11208,5604,50,1,1,4.6,Ajio,0.5,7.005,2.3,0.3,0.5,100,High Manipulation,2016,,,,
Redmi Lite Smartphone,70563,56450,20,0,0,3.7,Myntra,0.2,17.64075,2.9600000000000004,0,0,8.000000000000002,Low,2024,,,,
Redmi Ultra Smartwatch,40915,32732,20,1,0,4.8,Paytm Mall,0.2,10.22875,3.84,0.3,0,38,Low,2015,,,,
Apple Plus Smartwatch,35364,31827,10,1,0,3.6,Snapdeal,0.1,4.4205,3.24,0.3,0,34,Low,2021,,,,
Vivo Ultra Smartphone,19379,11627,40,1,0,3.2,Ajio,0.4,9.6895,1.92,0.3,0,46,Moderate,2024,,,,
Oppo Ultra Laptop,5837,4085,30,1,0,4.7,Ajio,0.3,2.188875,3.29,0.3,0,42,Moderate,2020,,,,
Oppo Plus Headphones,34594,24215,30,0,0,3.1,Snapdeal,0.3,12.97275,2.17,0,0,12,Low,2015,,,,
Vivo Max Smartwatch,41263,16505,60,0,1,3.5,Amazon,0.6,30.94725,1.4000000000000001,0,0.5,74,High Manipulation,2021,,,,
Vivo Pro Headphones,21314,8525,60,0,1,4.8,Myntra,0.6,15.9855,1.92,0,0.5,74,High Manipulation,2024,,,,
Oppo Plus Smartphone,35328,24729,30,0,0,3.9,Paytm Mall,0.3,13.248,2.73,0,0,12,Low,2023,,,,
Redmi Lite Laptop,26660,23994,10,0,0,3.9,Ajio,0.1,3.3325,3.51,0,0,4.000000000000001,Low,2022,,,,
OnePlus Prime Laptop,22156,15509,30,1,0,4.5,Paytm Mall,0.3,8.3085,3.15,0.3,0,42,Moderate,2022,,,,
Realme Max Headphones,10827,8661,20,1,0,3.7,Amazon,0.2,2.70675,2.9600000000000004,0.3,0,38,Low,2017,,,,
Oppo Plus Laptop,45070,31548,30,0,0,3.1,JioMart,0.3,16.90125,2.17,0,0,12,Low,2015,,,,
OnePlus Plus Smartwatch,20876,14613,30,0,0,4.3,Nykaa,0.3,7.8285,3.01,0,0,12,Low,2016,,,,
OnePlus Pro Headphones,14580,11664,20,1,0,2.9,Ajio,0.2,3.645,2.32,0.3,0,38,Low,2019,,,,
Samsung Ultra Laptop,46313,27787,40,0,0,4.4,JioMart,0.4,23.1565,2.64,0,0,16.000000000000004,Low,2019,,,,
Samsung Pro Laptop,68494,61644,10,1,0,2.8,Paytm Mall,0.1,8.56175,2.52,0.3,0,34,Low,2017,,,,
Vivo Lite Smartphone,79671,31868,60,0,1,4.5,Snapdeal,0.6,59.75325,1.8,0,0.5,74,High Manipulation,2020,,,,
OnePlus Lite Laptop,28128,14064,50,0,1,3.8,Ajio,0.5,17.58,1.9,0,0.5,70,Moderate,2015,,,,
Apple Ultra Smartphone,30933,12373,60,0,1,4.8,Amazon,0.6,23.19975,1.92,0,0.5,74,High Manipulation,2015,,,,
Apple Plus Headphones,35619,21371,40,1,0,3.5,Ajio,0.4,17.8095,2.1,0.3,0,46,Moderate,2021,,,,
Oppo Plus Headphones,34835,27868,20,0,0,3.7,Flipkart,0.2,8.70875,2.9600000000000004,0,0,8.000000000000002,Low,2019,,,,
Vivo Plus Smartphone,49605,29763,40,0,0,3.9,JioMart,0.4,24.8025,2.34,0,0,16.000000000000004,Low,2015,,,,
Realme Max Headphones,62127,43488,30,0,0,4.4,Nykaa,0.3,23.297625,3.08,0,0,12,Low,2015,,,,
OnePlus Ultra Headphones,62754,25101,60,1,1,4.6,Snapdeal,0.6,47.0655,1.8399999999999999,0.3,0.5,104,High Manipulation,2018,,,,
Samsung Lite Headphones,60461,48368,20,1,0,3.7,Ajio,0.2,15.11525,2.9600000000000004,0.3,0,38,Low,2018,,,,
Samsung Plus Smartwatch,62396,56156,10,1,0,4,Ajio,0.1,7.7995,3.6,0.3,0,34,Low,2022,,,,
Vivo Lite Laptop,28797,14398,50,1,1,4,Flipkart,0.5,17.998125,2,0.3,0.5,100,High Manipulation,2025,,,,
Redmi Plus Smartphone,21288,19159,10,0,0,4.3,Myntra,0.1,2.661,3.87,0,0,4.000000000000001,Low,2025,,,,
Realme Ultra Headphones,14026,7013,50,1,1,4.9,Myntra,0.5,8.76625,2.45,0.3,0.5,100,High Manipulation,2021,,,,
Redmi Prime Headphones,35533,24873,30,0,0,2.9,Meesho,0.3,13.324875,2.03,0,0,12,Low,2023,,,,
Realme Pro Smartwatch,70073,63065,10,1,0,3.2,Paytm Mall,0.1,8.759125,2.8800000000000003,0.3,0,34,Low,2023,,,,
Redmi Pro Laptop,53322,26661,50,0,1,4.5,JioMart,0.5,33.32625,2.25,0,0.5,70,Moderate,2025,,,,
OnePlus Plus Headphones,67365,60628,10,1,0,3.7,Myntra,0.1,8.420625,3.33,0.3,0,34,Low,2017,,,,
Apple Lite Smartphone,11983,10784,10,0,0,4.4,Flipkart,0.1,1.497875,3.9600000000000004,0,0,4.000000000000001,Low,2021,,,,
Redmi Lite Laptop,40144,32115,20,0,0,3.5,Flipkart,0.2,10.036,2.8000000000000003,0,0,8.000000000000002,Low,2021,,,,
Apple Max Smartwatch,77465,61972,20,1,0,3.9,Nykaa,0.2,19.36625,3.12,0.3,0,38,Low,2021,,,,
Vivo Ultra Laptop,37248,26073,30,0,0,3.5,Amazon,0.3,13.968,2.4499999999999997,0,0,12,Low,2020,,,,
Vivo Max Smartphone,53626,48263,10,1,0,4.2,Meesho,0.1,6.70325,3.7800000000000002,0.3,0,34,Low,2016,,,,
Realme Plus Headphones,16813,8406,50,1,1,2.6,Paytm Mall,0.5,10.508125,1.3,0.3,0.5,100,High Manipulation,2021,,,,
Samsung Prime Headphones,44181,30926,30,1,0,3.6,JioMart,0.3,16.567875,2.52,0.3,0,42,Moderate,2025,,,,
OnePlus Prime Smartwatch,11814,10632,10,1,0,3.4,Myntra,0.1,1.47675,3.06,0.3,0,34,Low,2020,,,,
Samsung Prime Headphones,76572,45943,40,1,0,4.4,Ajio,0.4,38.286,2.64,0.3,0,46,Moderate,2020,,,,
Samsung Ultra Headphones,74838,52386,30,1,0,3.5,Meesho,0.3,28.06425,2.4499999999999997,0.3,0,42,Moderate,2021,,,,
Vivo Max Laptop,40843,28590,30,0,0,4.6,Snapdeal,0.3,15.316125,3.2199999999999998,0,0,12,Low,2016,,,,
Vivo Pro Smartwatch,24482,12241,50,0,1,4.8,Myntra,0.5,15.30125,2.4,0,0.5,70,Moderate,2017,,,,
OnePlus Lite Headphones,32068,22447,30,0,0,3.2,Myntra,0.3,12.0255,2.2399999999999998,0,0,12,Low,2015,,,,
Redmi Pro Smartphone,25083,22574,10,0,0,4.2,Nykaa,0.1,3.135375,3.7800000000000002,0,0,4.000000000000001,Low,2022,,,,
OnePlus Max Smartphone,70729,35364,50,1,1,3.8,Paytm Mall,0.5,44.205625,1.9,0.3,0.5,100,High Manipulation,2022,,,,
Samsung Prime Smartwatch,48755,29253,40,1,0,3.9,JioMart,0.4,24.3775,2.34,0.3,0,46,Moderate,2022,,,,
OnePlus Plus Laptop,17099,13679,20,0,0,4.3,Amazon,0.2,4.27475,3.44,0,0,8.000000000000002,Low,2020,,,,
Oppo Ultra Headphones,53312,31987,40,0,0,4.7,Myntra,0.4,26.656,2.82,0,0,16.000000000000004,Low,2025,,,,
Redmi Prime Smartphone,50278,40222,20,1,0,2.9,Amazon,0.2,12.5695,2.32,0.3,0,38,Low,2023,,,,
Realme Plus Headphones,36377,18188,50,1,1,2.9,Myntra,0.5,22.735625,1.45,0.3,0.5,100,High Manipulation,2017,,,,
Vivo Pro Smartphone,16990,13592,20,1,0,3.4,Snapdeal,0.2,4.2475,2.72,0.3,0,38,Low,2020,,,,
Apple Plus Laptop,48249,43424,10,1,0,2.7,Ajio,0.1,6.031125,2.43,0.3,0,34,Low,2021,,,,
Oppo Pro Smartwatch,47789,23894,50,1,1,3.1,Snapdeal,0.5,29.868125,1.55,0.3,0.5,100,High Manipulation,2016,,,,
Samsung Ultra Smartwatch,75576,52903,30,1,0,4.8,Flipkart,0.3,28.341,3.36,0.3,0,42,Moderate,2015,,,,
OnePlus Max Laptop,37922,15168,60,1,1,4.7,Flipkart,0.6,28.4415,1.8800000000000001,0.3,0.5,104,High Manipulation,2024,,,,
Samsung Pro Smartphone,49096,44186,10,0,0,4.1,Flipkart,0.1,6.137,3.69,0,0,4.000000000000001,Low,2016,,,,
Realme Prime Laptop,20984,10492,50,0,1,3.1,Ajio,0.5,13.115,1.55,0,0.5,70,Moderate,2015,,,,
Samsung Pro Headphones,31370,25096,20,0,0,3.1,Ajio,0.2,7.8425,2.4800000000000004,0,0,8.000000000000002,Low,2019,,,,
Vivo Max Headphones,52982,37087,30,0,0,4.3,Flipkart,0.3,19.86825,3.01,0,0,12,Low,2021,,,,
Samsung Pro Headphones,18451,11070,40,0,0,2.6,Nykaa,0.4,9.2255,1.56,0,0,16.000000000000004,Low,2020,,,,
Realme Lite Smartphone,30754,18452,40,0,0,3.5,Ajio,0.4,15.377,2.1,0,0,16.000000000000004,Low,2017,,,,
Redmi Lite Laptop,37173,22303,40,0,0,3.9,Nykaa,0.4,18.5865,2.34,0,0,16.000000000000004,Low,2019,,,,
Apple Ultra Smartwatch,38974,27281,30,1,0,3.1,Amazon,0.3,14.61525,2.17,0.3,0,42,Moderate,2017,,,,
Samsung Lite Headphones,38699,30959,20,1,0,3.2,Meesho,0.2,9.67475,2.5600000000000005,0.3,0,38,Low,2016,,,,
Oppo Plus Smartphone,39193,27435,30,0,0,3.1,Nykaa,0.3,14.697375,2.17,0,0,12,Low,2015,,,,
Apple Plus Laptop,7066,4239,40,0,0,4.6,Snapdeal,0.4,3.533,2.76,0,0,16.000000000000004,Low,2019,,,,
Realme Ultra Headphones,15134,13620,10,0,0,3.4,Myntra,0.1,1.89175,3.06,0,0,4.000000000000001,Low,2023,,,,
Redmi Prime Headphones,19453,13617,30,0,0,3.5,Amazon,0.3,7.294875,2.4499999999999997,0,0,12,Low,2017,,,,
Apple Lite Headphones,65407,39244,40,0,0,3.8,Myntra,0.4,32.7035,2.28,0,0,16.000000000000004,Low,2019,,,,
Samsung Lite Laptop,17141,13712,20,1,0,4.7,Snapdeal,0.2,4.28525,3.7600000000000002,0.3,0,38,Low,2022,,,,
Samsung Prime Headphones,46603,18641,60,0,1,4.3,JioMart,0.6,34.95225,1.72,0,0.5,74,High Manipulation,2021,,,,
Oppo Prime Laptop,72974,65676,10,1,0,4,Nykaa,0.1,9.12175,3.6,0.3,0,34,Low,2018,,,,
Oppo Plus Smartwatch,78505,31402,60,0,1,2.6,Myntra,0.6,58.87875,1.04,0,0.5,74,High Manipulation,2019,,,,
Samsung Ultra Smartphone,23270,18616,20,1,0,5,Flipkart,0.2,5.8175,4,0.3,0,38,Low,2019,,,,
Realme Pro Smartphone,36838,29470,20,0,0,5,Snapdeal,0.2,9.2095,4,0,0,8.000000000000002,Low,2017,,,,
Apple Prime Smartwatch,12170,8519,30,1,0,4.6,JioMart,0.3,4.56375,3.2199999999999998,0.3,0,42,Moderate,2016,,,,
OnePlus Pro Headphones,33248,23273,30,1,0,2.7,Snapdeal,0.3,12.468,1.89,0.3,0,42,Moderate,2016,,,,
Oppo Ultra Headphones,72484,36242,50,0,1,3,Paytm Mall,0.5,45.3025,1.5,0,0.5,70,Moderate,2016,,,,
Oppo Ultra Headphones,5764,4034,30,1,0,3.1,Paytm Mall,0.3,2.1615,2.17,0.3,0,42,Moderate,2021,,,,
Oppo Plus Laptop,18644,13050,30,1,0,2.9,Amazon,0.3,6.9915,2.03,0.3,0,42,Moderate,2021,,,,
Oppo Ultra Headphones,36606,21963,40,0,0,2.6,Myntra,0.4,18.303,1.56,0,0,16.000000000000004,Low,2020,,,,
Redmi Plus Smartphone,29015,11606,60,0,1,4.2,JioMart,0.6,21.76125,1.6800000000000002,0,0.5,74,High Manipulation,2022,,,,
Samsung Max Smartphone,64469,25787,60,0,1,3.9,Snapdeal,0.6,48.35175,1.56,0,0.5,74,High Manipulation,2025,,,,
Oppo Lite Smartwatch,11970,10773,10,1,0,3.7,Nykaa,0.1,1.49625,3.33,0.3,0,34,Low,2018,,,,
OnePlus Ultra Smartphone,68183,61364,10,1,0,3,Paytm Mall,0.1,8.522875,2.7,0.3,0,34,Low,2015,,,,
Samsung Lite Laptop,7763,3881,50,1,1,3.6,Myntra,0.5,4.851875,1.8,0.3,0.5,100,High Manipulation,2015,,,,
OnePlus Prime Laptop,51944,46749,10,0,0,3.4,Amazon,0.1,6.493,3.06,0,0,4.000000000000001,Low,2023,,,,
Redmi Ultra Laptop,60829,36497,40,1,0,3.3,JioMart,0.4,30.4145,1.9799999999999998,0.3,0,46,Moderate,2021,,,,
Vivo Lite Smartphone,42090,33672,20,0,0,3.8,Amazon,0.2,10.5225,3.04,0,0,8.000000000000002,Low,2017,,,,
Samsung Prime Smartphone,68608,48025,30,1,0,4.3,JioMart,0.3,25.728,3.01,0.3,0,42,Moderate,2015,,,,
Vivo Ultra Smartphone,41238,16495,60,0,1,2.8,Nykaa,0.6,30.9285,1.1199999999999999,0,0.5,74,High Manipulation,2016,,,,
Redmi Max Laptop,27440,10976,60,0,1,4.7,Nykaa,0.6,20.58,1.8800000000000001,0,0.5,74,High Manipulation,2015,,,,
OnePlus Prime Smartphone,17241,13792,20,1,0,3.7,JioMart,0.2,4.31025,2.9600000000000004,0.3,0,38,Low,2020,,,,
Samsung Plus Laptop,64026,38415,40,1,0,4.9,Nykaa,0.4,32.013,2.94,0.3,0,46,Moderate,2020,,,,
Apple Pro Laptop,11860,5930,50,0,1,3.8,Nykaa,0.5,7.4125,1.9,0,0.5,70,Moderate,2023,,,,
OnePlus Ultra Headphones,6809,6128,10,0,0,3.9,Ajio,0.1,0.851125,3.51,0,0,4.000000000000001,Low,2021,,,,
Redmi Max Laptop,43862,21931,50,1,1,4.5,Ajio,0.5,27.41375,2.25,0.3,0.5,100,High Manipulation,2016,,,,
Vivo Lite Smartwatch,14799,10359,30,0,0,4.4,JioMart,0.3,5.549625,3.08,0,0,12,Low,2017,,,,
OnePlus Pro Headphones,29285,20499,30,1,0,4.8,Meesho,0.3,10.981875,3.36,0.3,0,42,Moderate,2025,,,,
Vivo Pro Laptop,46776,28065,40,1,0,3.3,Myntra,0.4,23.388,1.9799999999999998,0.3,0,46,Moderate,2021,,,,
Oppo Lite Smartwatch,19396,7758,60,0,1,4.8,Ajio,0.6,14.547,1.92,0,0.5,74,High Manipulation,2021,,,,
OnePlus Pro Smartphone,69415,48590,30,1,0,4.8,Meesho,0.3,26.030625,3.36,0.3,0,42,Moderate,2016,,,,
OnePlus Ultra Headphones,60777,48621,20,1,0,3.4,JioMart,0.2,15.19425,2.72,0.3,0,38,Low,2021,,,,
Realme Pro Laptop,18104,7241,60,1,1,3.6,Paytm Mall,0.6,13.578,1.4400000000000002,0.3,0.5,104,High Manipulation,2023,,,,
Samsung Lite Smartwatch,70472,35236,50,0,1,4.3,Myntra,0.5,44.045,2.15,0,0.5,70,Moderate,2015,,,,
